0.5,5
1.5,5
2.5,5
3.5,5
4.5,5
5.5,5
6.5,6
7.5,6
8.5,6
9.5,6
10.5,6
11.5,6
12.5,7
13.5,7
14.5,7
15.5,7
16.5,7
17.5,7
18.5,8
19.5,8
20.5,8
21.5,8
22.5,8
23.5,9
24.5,9
25.5,9
26.5,9
27.5,9
28.5,9
29.5,10
30.5,10
31.5,10
32.5,10
33.5,10
34.5,10
35.5,11
36.5,11
37.5,11
38.5,11
39.5,11
40.5,11
41.5,12
42.5,12
43.5,12
44.5,12
45.5,12
46.5,12
47.5,13
48.5,13
49.5,13
50.5,13
51.5,13
52.5,14
53.5,14
54.5,14
55.5,14
56.5,14
57.5,14
58.5,15
59.5,15
60.5,15
61.5,15
62.5,15
63.5,15
64.5,16
65.5,16
66.5,16
67.5,16
68.5,16
69.5,16
70.5,17
71.5,17
72.5,17
73.5,17
74.5,17
75.5,17
76.5,18
77.5,18
78.5,18
79.5,18
80.5,18
81.5,18
82.5,19
83.5,19
84.5,19
85.5,19
86.5,19
87.5,19
88.5,20
89.5,20
90.5,20
91.5,20
92.5,20
93.5,20
94.5,21
95.5,21
96.5,21
97.5,21
98.5,21
99.5,21
100.5,22
101.5,22
102.5,22
103.5,22
104.5,22
105.5,22
106.5,23
107.5,23
108.5,23
109.5,23
110.5,23
111.5,23
112.5,24
113.5,24
114.5,24
115.5,24
116.5,24
117.5,24
118.5,25
119.5,25
120.5,25
121.5,25
122.5,25
123.5,25
124.5,25
125.5,26
126.5,26
127.5,26
128.5,26
129.5,26
130.5,26
131.5,27
132.5,27
133.5,27
134.5,27
135.5,27
136.5,27
137.5,28
138.5,28
139.5,28
140.5,28
141.5,28
142.5,28
143.5,28
144.5,29
145.5,29
146.5,29
147.5,29
148.5,29
149.5,29
150.5,29
151.5,30
152.5,30
153.5,30
154.5,30
155.5,30
156.5,30
157.5,31
158.5,31
159.5,31
160.5,31
161.5,31
162.5,31
163.5,31
164.5,32
165.5,32
166.5,32
167.5,32
168.5,32
169.5,32
170.5,32
171.5,33
172.5,33
173.5,33
174.5,33
175.5,33
176.5,33
177.5,33
178.5,34
179.5,34
180.5,34
181.5,34
182.5,34
183.5,34
184.5,34
185.5,35
186.5,35
187.5,35
188.5,35
189.5,35
190.5,35
191.5,35
192.5,36
193.5,36
194.5,36
195.5,36
196.5,36
197.5,36
198.5,36
199.5,37
200.5,37
201.5,37
202.5,37
203.5,37
204.5,37
205.5,37
206.5,37
207.5,38
208.5,38
209.5,38
210.5,38
211.5,38
212.5,38
213.5,38
214.5,38
215.5,39
216.5,39
217.5,39
218.5,39
219.5,39
220.5,39
221.5,39
222.5,39
223.5,40
224.5,40
225.5,40
226.5,40
227.5,40
228.5,40
229.5,40
230.5,40
231.5,41
232.5,41
233.5,41
234.5,41
235.5,41
236.5,41
237.5,41
238.5,41
239.5,42
240.5,42
241.5,42
242.5,42
243.5,42
244.5,42
245.5,42
246.5,42
247.5,42
248.5,43
249.5,43
250.5,43
251.5,43
252.5,43
253.5,43
254.5,43
255.5,43
256.5,43
257.5,44
258.5,44
259.5,44
260.5,44
261.5,44
262.5,44
263.5,44
264.5,44
265.5,44
266.5,45
267.5,45
268.5,45
269.5,45
270.5,45
271.5,45
272.5,45
273.5,45
274.5,45
275.5,45
276.5,46
277.5,46
278.5,46
279.5,46
280.5,46
281.5,46
282.5,46
283.5,46
284.5,46
285.5,46
286.5,47
287.5,47
288.5,47
289.5,47
290.5,47
291.5,47
292.5,47
293.5,47
294.5,47
295.5,47
296.5,47
297.5,48
298.5,48
299.5,48
300.5,48
301.5,48
302.5,48
303.5,48
304.5,48
305.5,48
306.5,48
307.5,48
308.5,48
309.5,49
310.5,49
311.5,49
312.5,49
313.5,49
314.5,49
315.5,49
316.5,49
317.5,49
318.5,49
319.5,49
320.5,49
321.5,50
322.5,50
323.5,50
324.5,50
325.5,50
326.5,50
327.5,50
328.5,50
329.5,50
330.5,50
331.5,50
332.5,50
333.5,50
334.5,50
335.5,51
336.5,51
337.5,51
338.5,51
339.5,51
340.5,51
341.5,51
342.5,51
343.5,51
344.5,51
345.5,51
346.5,51
347.5,51
348.5,51
349.5,51
350.5,51
351.5,52
352.5,52
353.5,52
354.5,52
355.5,52
356.5,52
357.5,52
358.5,52
359.5,52
360.5,52
361.5,52
362.5,52
363.5,52
364.5,52
365.5,52
366.5,52
367.5,52
368.5,52
369.5,53
370.5,53
371.5,53
372.5,53
373.5,53
374.5,53
375.5,53
376.5,53
377.5,53
378.5,53
379.5,53
380.5,53
381.5,53
382.5,53
383.5,53
384.5,53
385.5,53
386.5,53
387.5,53
388.5,53
389.5,53
390.5,53
391.5,53
392.5,53
393.5,54
394.5,54
395.5,54
396.5,54
397.5,54
398.5,54
399.5,54
400.5,54
401.5,54
402.5,54
403.5,54
404.5,54
405.5,54
406.5,54
407.5,54
408.5,54
409.5,54
410.5,54
411.5,54
412.5,54
413.5,54
414.5,54
415.5,54
416.5,54
417.5,54
418.5,54
419.5,54
420.5,54
421.5,54
422.5,54
423.5,54
424.5,54
425.5,54
426.5,54
427.5,54
428.5,54
429.5,54
430.5,54
431.5,54
432.5,54
433.5,54
434.5,54
435.5,54
436.5,54
437.5,54
438.5,54
439.5,54
440.5,54
441.5,54
442.5,54
443.5,54
444.5,54
445.5,54
446.5,54
447.5,54
448.5,54
449.5,54
450.5,55
451.5,54
452.5,54
453.5,54
454.5,54
455.5,54
456.5,54
457.5,54
458.5,54
459.5,54
460.5,54
461.5,54
462.5,54
463.5,54
464.5,54
465.5,54
466.5,54
467.5,54
468.5,54
469.5,54
470.5,54
471.5,54
472.5,54
473.5,54
474.5,54
475.5,54
476.5,54
477.5,54
478.5,54
479.5,54
480.5,54
481.5,54
482.5,54
483.5,54
484.5,54
485.5,54
486.5,54
487.5,54
488.5,54
489.5,54
490.5,54
491.5,54
492.5,54
493.5,54
494.5,54
495.5,54
496.5,54
497.5,54
498.5,54
499.5,54
500.5,54
501.5,54
502.5,54
503.5,54
504.5,54
505.5,54
506.5,54
507.5,54
508.5,53
509.5,53
510.5,53
511.5,53
512.5,53
513.5,53
514.5,53
515.5,53
516.5,53
517.5,53
518.5,53
519.5,53
520.5,53
521.5,53
522.5,53
523.5,53
524.5,53
525.5,53
526.5,53
527.5,53
528.5,53
529.5,53
530.5,53
531.5,53
532.5,52
533.5,52
534.5,52
535.5,52
536.5,52
537.5,52
538.5,52
539.5,52
540.5,52
541.5,52
542.5,52
543.5,52
544.5,52
545.5,52
546.5,52
547.5,52
548.5,52
549.5,52
550.5,51
551.5,51
552.5,51
553.5,51
554.5,51
555.5,51
556.5,51
557.5,51
558.5,51
559.5,51
560.5,51
561.5,51
562.5,51
563.5,51
564.5,51
565.5,51
566.5,50
567.5,50
568.5,50
569.5,50
570.5,50
571.5,50
572.5,50
573.5,50
574.5,50
575.5,50
576.5,50
577.5,50
578.5,50
579.5,50
580.5,49
581.5,49
582.5,49
583.5,49
584.5,49
585.5,49
586.5,49
587.5,49
588.5,49
589.5,49
590.5,49
591.5,49
592.5,48
593.5,48
594.5,48
595.5,48
596.5,48
597.5,48
598.5,48
599.5,48
600.5,48
601.5,48
602.5,48
603.5,48
604.5,47
605.5,47
606.5,47
607.5,47
608.5,47
609.5,47
610.5,47
611.5,47
612.5,47
613.5,47
614.5,47
615.5,46
616.5,46
617.5,46
618.5,46
619.5,46
620.5,46
621.5,46
622.5,46
623.5,46
624.5,46
625.5,45
626.5,45
627.5,45
628.5,45
629.5,45
630.5,45
631.5,45
632.5,45
633.5,45
634.5,45
635.5,44
636.5,44
637.5,44
638.5,44
639.5,44
640.5,44
641.5,44
642.5,44
643.5,44
644.5,43
645.5,43
646.5,43
647.5,43
648.5,43
649.5,43
650.5,43
651.5,43
652.5,43
653.5,42
654.5,42
655.5,42
656.5,42
657.5,42
658.5,42
659.5,42
660.5,42
661.5,42
662.5,41
663.5,41
664.5,41
665.5,41
666.5,41
667.5,41
668.5,41
